order_id,customer_id,order_date,product_id,quantity,unit_price,status
5001,1017,2026-08-22,P031,4,88.32,COMPLETED
5002,1086,2026-08-24,P035,6,433.77,COMPLETED
5003,1165,2026-08-12,P035,4,135.24,COMPLETED
5004,1113,2026-08-19,P046,6,216.77,COMPLETED
5005,1062,2026-08-18,P016,6,130.99,RETURNED
5006,1100,2026-08-21,P026,3,148.32,COMPLETED
5007,1180,2026-08-04,P031,8,453.66,COMPLETED
5008,1085,2026-08-18,P035,1,42.60,COMPLETED
5009,1155,2026-08-14,P014,7,278.55,COMPLETED
5010,1132,2026-08-27,P022,4,13.17,COMPLETED
5011,1194,2026-08-06,P025,8,97.60,CANCELLED
5012,1018,2026-08-19,P041,4,134.97,COMPLETED
5013,1033,2026-08-26,P034,1,90.66,COMPLETED
5014,1062,2026-08-10,P001,7,62.18,RETURNED
5015,1002,2026-08-15,P035,4,471.27,RETURNED
5016,1003,2026-08-16,P041,3,444.14,CANCELLED
5017,1184,2026-08-25,P011,4,282.23,CANCELLED
5018,1192,2026-08-26,P049,8,239.88,COMPLETED
5019,1033,2026-08-04,P045,5,78.70,CANCELLED
5020,1200,2026-08-21,P039,7,107.23,COMPLETED
5021,1038,2026-08-01,P005,8,454.63,COMPLETED
5022,1072,2026-08-27,P010,3,361.00,COMPLETED
5023,1174,2026-08-10,P004,5,249.54,COMPLETED
5024,1178,2026-08-24,P043,8,425.90,CANCELLED
5025,1183,2026-08-16,P028,2,381.12,COMPLETED
5026,1094,2026-08-22,P046,8,63.08,RETURNED
5027,1104,2026-08-14,P050,6,388.22,CANCELLED
5028,1157,2026-08-14,P047,5,29.94,CANCELLED
5029,1200,2026-08-17,P018,4,105.44,COMPLETED
5030,1073,2026-08-01,P009,6,84.65,CANCELLED
5031,1118,2026-08-22,P040,6,106.18,COMPLETED
5032,1023,2026-08-23,P038,3,72.32,COMPLETED
5033,1160,2026-08-25,P046,5,129.50,COMPLETED
5034,1073,2026-08-15,P031,1,187.30,COMPLETED
5035,1086,2026-08-14,P032,1,383.51,RETURNED
5036,1085,2026-08-04,P003,2,454.86,COMPLETED
5037,1039,2026-08-02,P027,2,204.51,COMPLETED
5038,1090,2026-08-01,P036,1,75.93,RETURNED
5039,1120,2026-08-23,P022,4,338.02,RETURNED
5040,1074,2026-08-15,P033,4,118.12,RETURNED
5041,1023,2026-08-23,P039,4,185.50,COMPLETED
5042,1121,2026-08-04,P037,5,289.52,COMPLETED
5043,1182,2026-08-27,P033,5,198.36,CANCELLED
5044,1174,2026-08-21,P016,7,428.00,COMPLETED
5045,1127,2026-08-01,P045,4,54.89,COMPLETED
5046,1038,2026-08-27,P050,7,217.41,RETURNED
5047,1086,2026-08-05,P017,5,202.49,RETURNED
5048,1075,2026-08-06,P001,8,338.21,COMPLETED
5049,1189,2026-08-26,P044,1,347.71,COMPLETED
5050,1023,2026-08-01,P020,7,335.39,CANCELLED
5051,1151,2026-08-26,P002,1,166.62,RETURNED
5052,1037,2026-08-25,P032,6,147.10,COMPLETED
5053,1166,2026-08-13,P045,4,367.52,COMPLETED
5054,1168,2026-08-08,P014,6,450.31,CANCELLED
5055,1023,2026-08-20,P004,4,407.79,COMPLETED
5056,1135,2026-08-24,P039,1,298.77,RETURNED
5057,1134,2026-08-08,P008,2,280.99,COMPLETED
5058,1137,2026-08-26,P003,5,428.27,COMPLETED
5059,1072,2026-08-17,P005,4,174.60,COMPLETED
5060,1013,2026-08-18,P040,3,316.25,COMPLETED
5061,1163,2026-08-02,P029,5,356.08,CANCELLED
5062,1107,2026-08-14,P026,2,128.80,COMPLETED
5063,1022,2026-08-18,P009,1,260.80,COMPLETED
5064,1090,2026-08-22,P049,7,264.76,RETURNED
5065,1066,2026-08-10,P050,8,448.12,CANCELLED
5066,1057,2026-08-01,P005,6,456.57,COMPLETED
5067,1055,2026-08-02,P044,6,343.63,COMPLETED
5068,1052,2026-08-01,P039,7,253.63,CANCELLED
5069,1025,2026-08-20,P036,5,489.58,RETURNED
5070,1109,2026-08-04,P039,5,78.57,COMPLETED
5071,1092,2026-08-16,P042,7,369.39,COMPLETED
5072,1125,2026-08-25,P028,2,208.71,CANCELLED
5073,1123,2026-08-23,P026,2,259.45,COMPLETED
5074,1061,2026-08-22,P028,4,210.49,RETURNED
5075,1187,2026-08-17,P042,6,22.04,CANCELLED
5076,1103,2026-08-25,P012,3,235.35,RETURNED
5077,1112,2026-08-06,P029,3,218.31,RETURNED
5078,1177,2026-08-27,P013,1,289.24,CANCELLED
5079,1102,2026-08-21,P021,7,51.96,COMPLETED
5080,1149,2026-08-06,P038,1,237.26,COMPLETED
5081,1028,2026-08-26,P009,6,287.14,COMPLETED
5082,1039,2026-08-11,P028,8,245.33,COMPLETED
5083,1007,2026-08-20,P036,8,196.29,COMPLETED
